timestamp,host,activation,hidden,batch,lr,epochs_run,world,train_rmse,test_rmse,train_time_s
2025-09-27T06:40:47Z,192.168.1.7,tanh,128,256,,40,1,3.163220147627675,3.1769395612185525,605.3533658981323
2025-09-27T06:47:13Z,192.168.1.7,tanh,128,256,,40,2,3.282392630598466,3.2898101137064644,316.7973909378052
2025-09-27T06:52:25Z,192.168.1.7,tanh,128,256,,40,3,3.390892697104616,3.399101845213614,221.9055209159851
2025-09-27T07:00:39Z,192.168.1.7,tanh,128,256,,40,4,3.4942812678881037,3.4975356025801103,195.69295167922976
2025-09-27T07:08:46Z,192.168.1.7,tanh,128,256,,40,5,3.589071353606044,3.59174859273291,266.49610209465027
